from,to,amount
"Solitalea canadensis DSM 3403","GT30",1
"Solitalea canadensis DSM 3403","GT35",1
"Solitalea canadensis DSM 3403","GT51",5
"Solitalea canadensis DSM 3403","GT83",1
"Solitalea canadensis DSM 3403","CE2",1
"Solitalea canadensis DSM 3403","CE4",2
"Solitalea canadensis DSM 3403","CE9",1
"Solitalea canadensis DSM 3403","CE11",1
"Solitalea canadensis DSM 3403","CE14",1
"Solitalea canadensis DSM 3403","CBM6",1
"Solitalea canadensis DSM 3403","CBM32",1
"Solitalea canadensis DSM 3403","CBM35",1
"Solitalea canadensis DSM 3403","CBM48",2
"Solitalea canadensis DSM 3403","CBM50",8
"Solitalea canadensis DSM 3403","CBM57",1
"Sphingobacterium daejeonense NCTC13534","GH2",3
"Sphingobacterium daejeonense NCTC13534","GH3",2
"Sphingobacterium daejeonense NCTC13534","GH9",1
"Sphingobacterium daejeonense NCTC13534","GH13",3
"Sphingobacterium daejeonense NCTC13534","GH15",1
"Sphingobacterium daejeonense NCTC13534","GH16",3
"Sphingobacterium daejeonense NCTC13534","GH18",1
"Sphingobacterium daejeonense NCTC13534","GH20",2
"Sphingobacterium daejeonense NCTC13534","GH23",2
"Sphingobacterium daejeonense NCTC13534","GH25",1
"Sphingobacterium daejeonense NCTC13534","GH29",4
"Sphingobacterium daejeonense NCTC13534","GH30",2
"Sphingobacterium daejeonense NCTC13534","GH31",1
"Sphingobacterium daejeonense NCTC13534","GH32",5
"Sphingobacterium daejeonense NCTC13534","GH33",5
"Sphingobacterium daejeonense NCTC13534","GH36",1
"Sphingobacterium daejeonense NCTC13534","GH43",7
"Sphingobacterium daejeonense NCTC13534","GH55",1
"Sphingobacterium daejeonense NCTC13534","GH65",1
"Sphingobacterium daejeonense NCTC13534","GH73",2
"Sphingobacterium daejeonense NCTC13534","GH76",2
"Sphingobacterium daejeonense NCTC13534","GH78",2
"Sphingobacterium daejeonense NCTC13534","GH88",2
"Sphingobacterium daejeonense NCTC13534","GH92",7
"Sphingobacterium daejeonense NCTC13534","GH95",3
"Sphingobacterium daejeonense NCTC13534","GH109",1
"Sphingobacterium daejeonense NCTC13534","GH123",1
"Sphingobacterium daejeonense NCTC13534","GH125",2
"Sphingobacterium daejeonense NCTC13534","GH130",4
"Sphingobacterium daejeonense NCTC13534","GH140",1
"Sphingobacterium daejeonense NCTC13534","GH144",5
"Sphingobacterium daejeonense NCTC13534","GH154",1
"Sphingobacterium daejeonense NCTC13534","GH171",5
"Sphingobacterium daejeonense NCTC13534","GH0",2
"Sphingobacterium daejeonense NCTC13534","GT1",1
"Sphingobacterium daejeonense NCTC13534","GT2",19
"Sphingobacterium daejeonense NCTC13534","GT4",13
"Sphingobacterium daejeonense NCTC13534","GT5",2
"Sphingobacterium daejeonense NCTC13534","GT8",1
"Sphingobacterium daejeonense NCTC13534","GT9",1
"Sphingobacterium daejeonense NCTC13534","GT14",3
"Sphingobacterium daejeonense NCTC13534","GT19",1
"Sphingobacterium daejeonense NCTC13534","GT20",2
"Sphingobacterium daejeonense NCTC13534","GT28",1
"Sphingobacterium daejeonense NCTC13534","GT30",1
"Sphingobacterium daejeonense NCTC13534","GT51",4
"Sphingobacterium daejeonense NCTC13534","GT101",2
"Sphingobacterium daejeonense NCTC13534","GT113",1
"Sphingobacterium daejeonense NCTC13534","GT0",1
"Sphingobacterium daejeonense NCTC13534","PL33",1
"Sphingobacterium daejeonense NCTC13534","CE4",2
"Sphingobacterium daejeonense NCTC13534","CE9",1
"Sphingobacterium daejeonense NCTC13534","CE11",1
"Sphingobacterium daejeonense NCTC13534","CE14",1
"Sphingobacterium daejeonense NCTC13534","CE15",2
"Sphingobacterium daejeonense NCTC13534","CE0",1
"Sphingobacterium daejeonense NCTC13534","CBM32",1
"Sphingobacterium daejeonense NCTC13534","CBM48",1
"Sphingobacterium daejeonense NCTC13534","CBM50",3
"Sphingobacterium daejeonense NCTC13534","CBM0",1
"Sphingobacterium mizutaii NCTC12149","GH2",3
"Sphingobacterium mizutaii NCTC12149","GH3",3
"Sphingobacterium mizutaii NCTC12149","GH9",1
"Sphingobacterium mizutaii NCTC12149","GH10",1
"Sphingobacterium mizutaii NCTC12149","GH13",4
"Sphingobacterium mizutaii NCTC12149","GH15",1
"Sphingobacterium mizutaii NCTC12149","GH16",2
"Sphingobacterium mizutaii NCTC12149","GH18",1
"Sphingobacterium mizutaii NCTC12149","GH20",3
"Sphingobacterium mizutaii NCTC12149","GH23",2
"Sphingobacterium mizutaii NCTC12149","GH25",1
"Sphingobacterium mizutaii NCTC12149","GH29",5
"Sphingobacterium mizutaii NCTC12149","GH30",1
"Sphingobacterium mizutaii NCTC12149","GH31",2
"Sphingobacterium mizutaii NCTC12149","GH32",1
"Sphingobacterium mizutaii NCTC12149","GH33",2
"Sphingobacterium mizutaii NCTC12149","GH36",1
"Sphingobacterium mizutaii NCTC12149","GH43",8
"Sphingobacterium mizutaii NCTC12149","GH65",1
"Sphingobacterium mizutaii NCTC12149","GH73",2
"Sphingobacterium mizutaii NCTC12149","GH76",2
"Sphingobacterium mizutaii NCTC12149","GH78",1
"Sphingobacterium mizutaii NCTC12149","GH88",1
"Sphingobacterium mizutaii NCTC12149","GH92",8
"Sphingobacterium mizutaii NCTC12149","GH95",2
"Sphingobacterium mizutaii NCTC12149","GH97",2
"Sphingobacterium mizutaii NCTC12149","GH109",1
"Sphingobacterium mizutaii NCTC12149","GH123",1
"Sphingobacterium mizutaii NCTC12149","GH125",1
"Sphingobacterium mizutaii NCTC12149","GH127",1
"Sphingobacterium mizutaii NCTC12149","GH130",2
"Sphingobacterium mizutaii NCTC12149","GH140",1
"Sphingobacterium mizutaii NCTC12149","GH144",3
"Sphingobacterium mizutaii NCTC12149","GH146",1
"Sphingobacterium mizutaii NCTC12149","GH154",1
"Sphingobacterium mizutaii NCTC12149","GH171",2
"Sphingobacterium mizutaii NCTC12149","GH0",3
"Sphingobacterium mizutaii NCTC12149","GT1",1
"Sphingobacterium mizutaii NCTC12149","GT2",22
"Sphingobacterium mizutaii NCTC12149","GT4",13
"Sphingobacterium mizutaii NCTC12149","GT5",2
"Sphingobacterium mizutaii NCTC12149","GT8",1
"Sphingobacterium mizutaii NCTC12149","GT9",1
"Sphingobacterium mizutaii NCTC12149","GT14",2
"Sphingobacterium mizutaii NCTC12149","GT19",1
"Sphingobacterium mizutaii NCTC12149","GT20",2
"Sphingobacterium mizutaii NCTC12149","GT26",1
"Sphingobacterium mizutaii NCTC12149","GT28",1
"Sphingobacterium mizutaii NCTC12149","GT30",1
"Sphingobacterium mizutaii NCTC12149","GT32",1
"Sphingobacterium mizutaii NCTC12149","GT51",4
"Sphingobacterium mizutaii NCTC12149","GT71",1
"Sphingobacterium mizutaii NCTC12149","GT101",1
"Sphingobacterium mizutaii NCTC12149","CE4",1
"Sphingobacterium mizutaii NCTC12149","CE9",1
"Sphingobacterium mizutaii NCTC12149","CE11",1
"Sphingobacterium mizutaii NCTC12149","CE14",1
"Sphingobacterium mizutaii NCTC12149","CE0",2
"Sphingobacterium mizutaii NCTC12149","CBM32",2
"Sphingobacterium mizutaii NCTC12149","CBM48",2
"Sphingobacterium mizutaii NCTC12149","CBM50",5
"Sphingobacterium mizutaii NCTC12149","CBM0",1
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH1",1
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH2",18
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH3",4
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH5",3
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH9",1
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH10",1
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH13",5
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH15",1
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH16",5
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH18",8
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH19",1
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH20",8
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH23",2
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH25",1
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH27",1
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH28",5
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH29",18
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH30",3
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH31",4
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH32",1
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH33",3
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH35",6
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH36",5
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH38",1
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH39",1
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH43",13
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH51",3
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH65",1
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH73",2
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH78",6
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH79",1
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH88",7
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH89",5
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH92",6
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH94",1
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH95",10
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH97",3
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH105",6
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH106",2
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH109",1
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH110",2
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH115",1
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH116",1
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH123",1
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH125",1
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH127",1
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH130",2
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH137",1
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH138",1
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH139",1
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH140",1
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH141",1
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH142",1
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH143",1
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH144",1
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH145",1
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH146",2
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH154",4
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH159",1
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH171",1
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GH0",2
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GT1",4
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GT2",22
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GT4",18
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GT5",2
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GT6",2
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GT9",1
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GT11",3
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GT19",1
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GT20",1
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GT26",1
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GT28",1
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GT30",1
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GT51",5
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","GT0",2
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","PL1",3
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","PL6",2
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","PL8",3
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","PL9",1
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","PL10",1
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","PL11",1
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","PL12",2
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","PL13",2
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","PL15",2
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","PL35",1
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","PL36",1
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","PL38",1
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","PL0",2
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","CE4",2
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","CE8",2
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","CE9",1
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","CE11",1
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","CE12",5
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","CE14",1
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","CE0",1
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","CBM6",1
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","CBM13",7
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","CBM32",11
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","CBM48",2
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","CBM50",9
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","CBM51",1
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","CBM57",2
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","CBM66",1
"Sphingobacterium multivorum FDAARGOS_1140","GH1",1
"Sphingobacterium multivorum FDAARGOS_1140","GH2",12
"Sphingobacterium multivorum FDAARGOS_1140","GH3",5
"Sphingobacterium multivorum FDAARGOS_1140","GH5",3
"Sphingobacterium multivorum FDAARGOS_1140","GH10",3
"Sphingobacterium multivorum FDAARGOS_1140","GH13",6
"Sphingobacterium multivorum FDAARGOS_1140","GH15",1
"Sphingobacterium multivorum FDAARGOS_1140","GH16",4
"Sphingobacterium multivorum FDAARGOS_1140","GH18",2
"Sphingobacterium multivorum FDAARGOS_1140","GH20",6
"Sphingobacterium multivorum FDAARGOS_1140","GH23",2
"Sphingobacterium multivorum FDAARGOS_1140","GH24",2
"Sphingobacterium multivorum FDAARGOS_1140","GH25",1
"Sphingobacterium multivorum FDAARGOS_1140","GH26",2
"Sphingobacterium multivorum FDAARGOS_1140","GH27",1
"Sphingobacterium multivorum FDAARGOS_1140","GH29",14
"Sphingobacterium multivorum FDAARGOS_1140","GH30",3
"Sphingobacterium multivorum FDAARGOS_1140","GH31",3
"Sphingobacterium multivorum FDAARGOS_1140","GH32",2
"Sphingobacterium multivorum FDAARGOS_1140","GH33",2
"Sphingobacterium multivorum FDAARGOS_1140","GH38",1
"Sphingobacterium multivorum FDAARGOS_1140","GH43",17
"Sphingobacterium multivorum FDAARGOS_1140","GH51",2
"Sphingobacterium multivorum FDAARGOS_1140","GH65",1
"Sphingobacterium multivorum FDAARGOS_1140","GH67",1
"Sphingobacterium multivorum FDAARGOS_1140","GH73",2
"Sphingobacterium multivorum FDAARGOS_1140","GH76",2
"Sphingobacterium multivorum FDAARGOS_1140","GH77",1
"Sphingobacterium multivorum FDAARGOS_1140","GH78",1
"Sphingobacterium multivorum FDAARGOS_1140","GH88",5
"Sphingobacterium multivorum FDAARGOS_1140","GH92",12
"Sphingobacterium multivorum FDAARGOS_1140","GH95",6
"Sphingobacterium multivorum FDAARGOS_1140","GH97",2
"Sphingobacterium multivorum FDAARGOS_1140","GH105",1
"Sphingobacterium multivorum FDAARGOS_1140","GH109",2
"Sphingobacterium multivorum FDAARGOS_1140","GH110",1
"Sphingobacterium multivorum FDAARGOS_1140","GH117",1
"Sphingobacterium multivorum FDAARGOS_1140","GH123",1
"Sphingobacterium multivorum FDAARGOS_1140","GH125",1
"Sphingobacterium multivorum FDAARGOS_1140","GH130",4
"Sphingobacterium multivorum FDAARGOS_1140","GH136",1
"Sphingobacterium multivorum FDAARGOS_1140","GH142",1
"Sphingobacterium multivorum FDAARGOS_1140","GH144",2
"Sphingobacterium multivorum FDAARGOS_1140","GH145",1
"Sphingobacterium multivorum FDAARGOS_1140","GH146",2
"Sphingobacterium multivorum FDAARGOS_1140","GH154",1
"Sphingobacterium multivorum FDAARGOS_1140","GH163",1
"Sphingobacterium multivorum FDAARGOS_1140","GH171",1
"Sphingobacterium multivorum FDAARGOS_1140","GH0",1
"Sphingobacterium multivorum FDAARGOS_1140","GT1",1
"Sphingobacterium multivorum FDAARGOS_1140","GT2",18
"Sphingobacterium multivorum FDAARGOS_1140","GT4",19
"Sphingobacterium multivorum FDAARGOS_1140","GT5",2
"Sphingobacterium multivorum FDAARGOS_1140","GT9",3
"Sphingobacterium multivorum FDAARGOS_1140","GT19",1
"Sphingobacterium multivorum FDAARGOS_1140","GT20",2
"Sphingobacterium multivorum FDAARGOS_1140","GT28",1
"Sphingobacterium multivorum FDAARGOS_1140","GT30",1
"Sphingobacterium multivorum FDAARGOS_1140","GT32",1
"Sphingobacterium multivorum FDAARGOS_1140","GT51",4
"Sphingobacterium multivorum FDAARGOS_1140","PL8",1
"Sphingobacterium multivorum FDAARGOS_1140","PL33",1
"Sphingobacterium multivorum FDAARGOS_1140","PL38",1
"Sphingobacterium multivorum FDAARGOS_1140","CE4",1
"Sphingobacterium multivorum FDAARGOS_1140","CE6",1
"Sphingobacterium multivorum FDAARGOS_1140","CE9",1
"Sphingobacterium multivorum FDAARGOS_1140","CE11",1
"Sphingobacterium multivorum FDAARGOS_1140","CE14",1
"Sphingobacterium multivorum FDAARGOS_1140","CE0",1
"Sphingobacterium multivorum FDAARGOS_1140","CBM6",2
"Sphingobacterium multivorum FDAARGOS_1140","CBM13",1
"Sphingobacterium multivorum FDAARGOS_1140","CBM16",1
"Sphingobacterium multivorum FDAARGOS_1140","CBM32",6
"Sphingobacterium multivorum FDAARGOS_1140","CBM48",3
"Sphingobacterium multivorum FDAARGOS_1140","CBM50",5
"Sphingobacterium multivorum FDAARGOS_1140","CBM51",1
"Sphingobacterium multivorum FDAARGOS_1140","CBM0",1
"Sphingobacterium multivorum BIGb0170","GH1",1
"Sphingobacterium multivorum BIGb0170","GH2",19
"Sphingobacterium multivorum BIGb0170","GH3",7
"Sphingobacterium multivorum BIGb0170","GH5",1
"Sphingobacterium multivorum BIGb0170","GH10",2
"Sphingobacterium multivorum BIGb0170","GH13",6
"Sphingobacterium multivorum BIGb0170","GH15",1
"Sphingobacterium multivorum BIGb0170","GH16",4
"Sphingobacterium multivorum BIGb0170","GH18",2
"Sphingobacterium multivorum BIGb0170","GH20",7
"Sphingobacterium multivorum BIGb0170","GH23",2
"Sphingobacterium multivorum BIGb0170","GH25",1
"Sphingobacterium multivorum BIGb0170","GH27",1
"Sphingobacterium multivorum BIGb0170","GH28",5
"Sphingobacterium multivorum BIGb0170","GH29",17
"Sphingobacterium multivorum BIGb0170","GH30",2
"Sphingobacterium multivorum BIGb0170","GH31",4
"Sphingobacterium multivorum BIGb0170","GH32",3
"Sphingobacterium multivorum BIGb0170","GH33",2
"Sphingobacterium multivorum BIGb0170","GH36",2
"Sphingobacterium multivorum BIGb0170","GH43",18
"Sphingobacterium multivorum BIGb0170","GH51",3
"Sphingobacterium multivorum BIGb0170","GH53",1
"Sphingobacterium multivorum BIGb0170","GH55",1
"Sphingobacterium multivorum BIGb0170","GH65",1
"Sphingobacterium multivorum BIGb0170","GH67",1
"Sphingobacterium multivorum BIGb0170","GH73",2
"Sphingobacterium multivorum BIGb0170","GH76",2
"Sphingobacterium multivorum BIGb0170","GH77",1
"Sphingobacterium multivorum BIGb0170","GH78",2
"Sphingobacterium multivorum BIGb0170","GH88",5
"Sphingobacterium multivorum BIGb0170","GH92",10
"Sphingobacterium multivorum BIGb0170","GH95",10
"Sphingobacterium multivorum BIGb0170","GH97",2
"Sphingobacterium multivorum BIGb0170","GH105",4
"Sphingobacterium multivorum BIGb0170","GH106",1
"Sphingobacterium multivorum BIGb0170","GH109",3
"Sphingobacterium multivorum BIGb0170","GH110",2
"Sphingobacterium multivorum BIGb0170","GH115",1
"Sphingobacterium multivorum BIGb0170","GH116",1
"Sphingobacterium multivorum BIGb0170","GH117",3
"Sphingobacterium multivorum BIGb0170","GH120",1
"Sphingobacterium multivorum BIGb0170","GH123",1
"Sphingobacterium multivorum BIGb0170","GH125",1
"Sphingobacterium multivorum BIGb0170","GH130",3
"Sphingobacterium multivorum BIGb0170","GH136",1
"Sphingobacterium multivorum BIGb0170","GH142",1
"Sphingobacterium multivorum BIGb0170","GH144",2
"Sphingobacterium multivorum BIGb0170","GH145",1
"Sphingobacterium multivorum BIGb0170","GH146",2
"Sphingobacterium multivorum BIGb0170","GH147",1
"Sphingobacterium multivorum BIGb0170","GH154",3
"Sphingobacterium multivorum BIGb0170","GH163",2
"Sphingobacterium multivorum BIGb0170","GH171",2
"Sphingobacterium multivorum BIGb0170","GH0",3
"Sphingobacterium multivorum BIGb0170","GT1",1
"Sphingobacterium multivorum BIGb0170","GT2",19
"Sphingobacterium multivorum BIGb0170","GT4",19
"Sphingobacterium multivorum BIGb0170","GT5",2
"Sphingobacterium multivorum BIGb0170","GT9",1
"Sphingobacterium multivorum BIGb0170","GT19",1
"Sphingobacterium multivorum BIGb0170","GT20",2
"Sphingobacterium multivorum BIGb0170","GT28",1
"Sphingobacterium multivorum BIGb0170","GT30",1
"Sphingobacterium multivorum BIGb0170","GT32",1
"Sphingobacterium multivorum BIGb0170","GT51",4
"Sphingobacterium multivorum BIGb0170","GT0",1
"Sphingobacterium multivorum BIGb0170","PL1",1
"Sphingobacterium multivorum BIGb0170","PL6",1
"Sphingobacterium multivorum BIGb0170","PL8",1
"Sphingobacterium multivorum BIGb0170","PL10",1
"Sphingobacterium multivorum BIGb0170","PL11",1
"Sphingobacterium multivorum BIGb0170","PL12",1
"Sphingobacterium multivorum BIGb0170","PL15",1
"Sphingobacterium multivorum BIGb0170","PL21",1
"Sphingobacterium multivorum BIGb0170","PL26",1
"Sphingobacterium multivorum BIGb0170","PL33",1
"Sphingobacterium multivorum BIGb0170","PL38",1
"Sphingobacterium multivorum BIGb0170","CE4",2
"Sphingobacterium multivorum BIGb0170","CE6",1
"Sphingobacterium multivorum BIGb0170","CE8",1
"Sphingobacterium multivorum BIGb0170","CE9",2
"Sphingobacterium multivorum BIGb0170","CE11",1
"Sphingobacterium multivorum BIGb0170","CE12",4
"Sphingobacterium multivorum BIGb0170","CE14",1
"Sphingobacterium multivorum BIGb0170","CE0",1
"Sphingobacterium multivorum BIGb0170","CBM6",1
"Sphingobacterium multivorum BIGb0170","CBM13",1
"Sphingobacterium multivorum BIGb0170","CBM16",1
"Sphingobacterium multivorum BIGb0170","CBM32",6
"Sphingobacterium multivorum BIGb0170","CBM48",3
"Sphingobacterium multivorum BIGb0170","CBM50",5
"Sphingobacterium multivorum BIGb0170","CBM51",1
"Sphingobacterium multivorum BIGb0170","CBM57",1
"Sphingobacterium multivorum FDAARGOS_1143","GH1",1
"Sphingobacterium multivorum FDAARGOS_1143","GH2",11
"Sphingobacterium multivorum FDAARGOS_1143","GH3",5
"Sphingobacterium multivorum FDAARGOS_1143","GH5",3
"Sphingobacterium multivorum FDAARGOS_1143","GH10",3
"Sphingobacterium multivorum FDAARGOS_1143","GH13",6
"Sphingobacterium multivorum FDAARGOS_1143","GH15",1
"Sphingobacterium multivorum FDAARGOS_1143","GH16",4
"Sphingobacterium multivorum FDAARGOS_1143","GH18",2
"Sphingobacterium multivorum FDAARGOS_1143","GH19",2
"Sphingobacterium multivorum FDAARGOS_1143","GH20",6
"Sphingobacterium multivorum FDAARGOS_1143","GH23",2
"Sphingobacterium multivorum FDAARGOS_1143","GH25",1
"Sphingobacterium multivorum FDAARGOS_1143","GH26",2
"Sphingobacterium multivorum FDAARGOS_1143","GH27",1
"Sphingobacterium multivorum FDAARGOS_1143","GH29",14
"Sphingobacterium multivorum FDAARGOS_1143","GH30",3
"Sphingobacterium multivorum FDAARGOS_1143","GH31",3
"Sphingobacterium multivorum FDAARGOS_1143","GH32",2
"Sphingobacterium multivorum FDAARGOS_1143","GH33",2
"Sphingobacterium multivorum FDAARGOS_1143","GH35",1
"Sphingobacterium multivorum FDAARGOS_1143","GH43",17
"Sphingobacterium multivorum FDAARGOS_1143","GH51",2
"Sphingobacterium multivorum FDAARGOS_1143","GH65",1
"Sphingobacterium multivorum FDAARGOS_1143","GH67",1
"Sphingobacterium multivorum FDAARGOS_1143","GH73",2
"Sphingobacterium multivorum FDAARGOS_1143","GH76",2
"Sphingobacterium multivorum FDAARGOS_1143","GH77",1
"Sphingobacterium multivorum FDAARGOS_1143","GH78",1
"Sphingobacterium multivorum FDAARGOS_1143","GH88",4
"Sphingobacterium multivorum FDAARGOS_1143","GH92",10
"Sphingobacterium multivorum FDAARGOS_1143","GH95",7
"Sphingobacterium multivorum FDAARGOS_1143","GH97",2
"Sphingobacterium multivorum FDAARGOS_1143","GH105",1
"Sphingobacterium multivorum FDAARGOS_1143","GH109",3
"Sphingobacterium multivorum FDAARGOS_1143","GH110",2
"Sphingobacterium multivorum FDAARGOS_1143","GH117",1
"Sphingobacterium multivorum FDAARGOS_1143","GH123",1
"Sphingobacterium multivorum FDAARGOS_1143","GH125",1
"Sphingobacterium multivorum FDAARGOS_1143","GH130",4
"Sphingobacterium multivorum FDAARGOS_1143","GH136",1
"Sphingobacterium multivorum FDAARGOS_1143","GH142",1
"Sphingobacterium multivorum FDAARGOS_1143","GH144",2
"Sphingobacterium multivorum FDAARGOS_1143","GH145",1
"Sphingobacterium multivorum FDAARGOS_1143","GH146",3
"Sphingobacterium multivorum FDAARGOS_1143","GH154",2
"Sphingobacterium multivorum FDAARGOS_1143","GH163",1
"Sphingobacterium multivorum FDAARGOS_1143","GH171",1
"Sphingobacterium multivorum FDAARGOS_1143","GH0",1
"Sphingobacterium multivorum FDAARGOS_1143","GT1",1
"Sphingobacterium multivorum FDAARGOS_1143","GT2",17
"Sphingobacterium multivorum FDAARGOS_1143","GT4",17
"Sphingobacterium multivorum FDAARGOS_1143","GT5",2
"Sphingobacterium multivorum FDAARGOS_1143","GT9",1
"Sphingobacterium multivorum FDAARGOS_1143","GT19",1
"Sphingobacterium multivorum FDAARGOS_1143","GT20",2
"Sphingobacterium multivorum FDAARGOS_1143","GT22",1
"Sphingobacterium multivorum FDAARGOS_1143","GT28",1
"Sphingobacterium multivorum FDAARGOS_1143","GT30",1
"Sphingobacterium multivorum FDAARGOS_1143","GT32",1
"Sphingobacterium multivorum FDAARGOS_1143","GT51",4
