from,to,amount
"Bacteroides ovatus ATCC 8483","PL15",1
"Bacteroides ovatus ATCC 8483","PL26",1
"Bacteroides ovatus ATCC 8483","PL29",1
"Bacteroides ovatus ATCC 8483","PL33",1
"Bacteroides ovatus ATCC 8483","PL35",2
"Bacteroides ovatus ATCC 8483","PL38",3
"Bacteroides ovatus ATCC 8483","PL40",1
"Bacteroides ovatus ATCC 8483","PL0",2
"Bacteroides ovatus ATCC 8483","CE4",2
"Bacteroides ovatus ATCC 8483","CE6",3
"Bacteroides ovatus ATCC 8483","CE7",3
"Bacteroides ovatus ATCC 8483","CE8",6
"Bacteroides ovatus ATCC 8483","CE9",3
"Bacteroides ovatus ATCC 8483","CE11",1
"Bacteroides ovatus ATCC 8483","CE12",8
"Bacteroides ovatus ATCC 8483","CE0",3
"Bacteroides ovatus ATCC 8483","CBM4",2
"Bacteroides ovatus ATCC 8483","CBM6",7
"Bacteroides ovatus ATCC 8483","CBM20",2
"Bacteroides ovatus ATCC 8483","CBM32",4
"Bacteroides ovatus ATCC 8483","CBM35",4
"Bacteroides ovatus ATCC 8483","CBM48",3
"Bacteroides ovatus ATCC 8483","CBM50",7
"Bacteroides ovatus ATCC 8483","CBM57",3
"Bacteroides ovatus ATCC 8483","CBM0",1
"Bacteroides ovatus 3725 D1 iv","GH2",22
"Bacteroides ovatus 3725 D1 iv","GH3",15
"Bacteroides ovatus 3725 D1 iv","GH5",7
"Bacteroides ovatus 3725 D1 iv","GH10",5
"Bacteroides ovatus 3725 D1 iv","GH13",5
"Bacteroides ovatus 3725 D1 iv","GH15",1
"Bacteroides ovatus 3725 D1 iv","GH16",2
"Bacteroides ovatus 3725 D1 iv","GH18",11
"Bacteroides ovatus 3725 D1 iv","GH20",12
"Bacteroides ovatus 3725 D1 iv","GH23",3
"Bacteroides ovatus 3725 D1 iv","GH24",4
"Bacteroides ovatus 3725 D1 iv","GH25",1
"Bacteroides ovatus 3725 D1 iv","GH26",1
"Bacteroides ovatus 3725 D1 iv","GH27",2
"Bacteroides ovatus 3725 D1 iv","GH28",12
"Bacteroides ovatus 3725 D1 iv","GH29",3
"Bacteroides ovatus 3725 D1 iv","GH30",4
"Bacteroides ovatus 3725 D1 iv","GH31",10
"Bacteroides ovatus 3725 D1 iv","GH32",3
"Bacteroides ovatus 3725 D1 iv","GH33",3
"Bacteroides ovatus 3725 D1 iv","GH35",4
"Bacteroides ovatus 3725 D1 iv","GH36",3
"Bacteroides ovatus 3725 D1 iv","GH38",1
"Bacteroides ovatus 3725 D1 iv","GH42",2
"Bacteroides ovatus 3725 D1 iv","GH43",25
"Bacteroides ovatus 3725 D1 iv","GH50",3
"Bacteroides ovatus 3725 D1 iv","GH51",4
"Bacteroides ovatus 3725 D1 iv","GH53",3
"Bacteroides ovatus 3725 D1 iv","GH57",1
"Bacteroides ovatus 3725 D1 iv","GH65",1
"Bacteroides ovatus 3725 D1 iv","GH66",1
"Bacteroides ovatus 3725 D1 iv","GH67",1
"Bacteroides ovatus 3725 D1 iv","GH73",3
"Bacteroides ovatus 3725 D1 iv","GH76",8
"Bacteroides ovatus 3725 D1 iv","GH77",1
"Bacteroides ovatus 3725 D1 iv","GH78",4
"Bacteroides ovatus 3725 D1 iv","GH88",7
"Bacteroides ovatus 3725 D1 iv","GH89",5
"Bacteroides ovatus 3725 D1 iv","GH92",17
"Bacteroides ovatus 3725 D1 iv","GH95",4
"Bacteroides ovatus 3725 D1 iv","GH97",10
"Bacteroides ovatus 3725 D1 iv","GH105",7
"Bacteroides ovatus 3725 D1 iv","GH106",2
"Bacteroides ovatus 3725 D1 iv","GH109",2
"Bacteroides ovatus 3725 D1 iv","GH115",2
"Bacteroides ovatus 3725 D1 iv","GH123",1
"Bacteroides ovatus 3725 D1 iv","GH125",3
"Bacteroides ovatus 3725 D1 iv","GH130",5
"Bacteroides ovatus 3725 D1 iv","GH133",1
"Bacteroides ovatus 3725 D1 iv","GH140",1
"Bacteroides ovatus 3725 D1 iv","GH141",1
"Bacteroides ovatus 3725 D1 iv","GH144",3
"Bacteroides ovatus 3725 D1 iv","GH145",1
"Bacteroides ovatus 3725 D1 iv","GH146",2
"Bacteroides ovatus 3725 D1 iv","GH147",2
"Bacteroides ovatus 3725 D1 iv","GH154",1
"Bacteroides ovatus 3725 D1 iv","GH163",2
"Bacteroides ovatus 3725 D1 iv","GH171",1
"Bacteroides ovatus 3725 D1 iv","GH0",9
"Bacteroides ovatus 3725 D1 iv","GT1",2
"Bacteroides ovatus 3725 D1 iv","GT2",31
"Bacteroides ovatus 3725 D1 iv","GT3",1
"Bacteroides ovatus 3725 D1 iv","GT4",26
"Bacteroides ovatus 3725 D1 iv","GT5",1
"Bacteroides ovatus 3725 D1 iv","GT6",1
"Bacteroides ovatus 3725 D1 iv","GT8",1
"Bacteroides ovatus 3725 D1 iv","GT9",2
"Bacteroides ovatus 3725 D1 iv","GT11",2
"Bacteroides ovatus 3725 D1 iv","GT14",2
"Bacteroides ovatus 3725 D1 iv","GT19",1
"Bacteroides ovatus 3725 D1 iv","GT20",1
"Bacteroides ovatus 3725 D1 iv","GT28",1
"Bacteroides ovatus 3725 D1 iv","GT30",1
"Bacteroides ovatus 3725 D1 iv","GT32",3
"Bacteroides ovatus 3725 D1 iv","GT35",1
"Bacteroides ovatus 3725 D1 iv","GT51",4
"Bacteroides ovatus 3725 D1 iv","GT101",1
"Bacteroides ovatus 3725 D1 iv","GT0",5
"Bacteroides ovatus 3725 D1 iv","PL1",7
"Bacteroides ovatus 3725 D1 iv","PL8",2
"Bacteroides ovatus 3725 D1 iv","PL10",1
"Bacteroides ovatus 3725 D1 iv","PL11",2
"Bacteroides ovatus 3725 D1 iv","PL12",3
"Bacteroides ovatus 3725 D1 iv","PL13",1
"Bacteroides ovatus 3725 D1 iv","PL15",3
"Bacteroides ovatus 3725 D1 iv","PL26",1
"Bacteroides ovatus 3725 D1 iv","PL27",1
"Bacteroides ovatus 3725 D1 iv","PL29",1
"Bacteroides ovatus 3725 D1 iv","PL33",1
"Bacteroides ovatus 3725 D1 iv","PL35",2
"Bacteroides ovatus 3725 D1 iv","PL40",1
"Bacteroides ovatus 3725 D1 iv","PL0",4
"Bacteroides ovatus 3725 D1 iv","CE4",2
"Bacteroides ovatus 3725 D1 iv","CE6",2
"Bacteroides ovatus 3725 D1 iv","CE7",3
"Bacteroides ovatus 3725 D1 iv","CE8",6
"Bacteroides ovatus 3725 D1 iv","CE9",3
"Bacteroides ovatus 3725 D1 iv","CE11",1
"Bacteroides ovatus 3725 D1 iv","CE12",5
"Bacteroides ovatus 3725 D1 iv","CE15",1
"Bacteroides ovatus 3725 D1 iv","CE0",1
"Bacteroides ovatus 3725 D1 iv","CBM4",3
"Bacteroides ovatus 3725 D1 iv","CBM6",3
"Bacteroides ovatus 3725 D1 iv","CBM20",2
"Bacteroides ovatus 3725 D1 iv","CBM32",1
"Bacteroides ovatus 3725 D1 iv","CBM35",3
"Bacteroides ovatus 3725 D1 iv","CBM48",2
"Bacteroides ovatus 3725 D1 iv","CBM50",7
"Bacteroides ovatus 3725 D1 iv","CBM57",2
"Bacteroides ovatus 3725 D1 iv","CBM61",1
"Bacteroides ovatus 3725 D1 iv","CBM62",1
"Bacteroides ovatus 3725 D1 iv","CBM0",1
"Bacteroides thetaiotaomicron F9-2","GH2",31
"Bacteroides thetaiotaomicron F9-2","GH3",16
"Bacteroides thetaiotaomicron F9-2","GH5",1
"Bacteroides thetaiotaomicron F9-2","GH13",8
"Bacteroides thetaiotaomicron F9-2","GH16",4
"Bacteroides thetaiotaomicron F9-2","GH18",14
"Bacteroides thetaiotaomicron F9-2","GH20",15
"Bacteroides thetaiotaomicron F9-2","GH23",3
"Bacteroides thetaiotaomicron F9-2","GH24",1
"Bacteroides thetaiotaomicron F9-2","GH25",1
"Bacteroides thetaiotaomicron F9-2","GH27",3
"Bacteroides thetaiotaomicron F9-2","GH28",10
"Bacteroides thetaiotaomicron F9-2","GH29",9
"Bacteroides thetaiotaomicron F9-2","GH30",4
"Bacteroides thetaiotaomicron F9-2","GH31",7
"Bacteroides thetaiotaomicron F9-2","GH32",4
"Bacteroides thetaiotaomicron F9-2","GH33",2
"Bacteroides thetaiotaomicron F9-2","GH35",4
"Bacteroides thetaiotaomicron F9-2","GH36",4
"Bacteroides thetaiotaomicron F9-2","GH38",3
"Bacteroides thetaiotaomicron F9-2","GH42",1
"Bacteroides thetaiotaomicron F9-2","GH43",32
"Bacteroides thetaiotaomicron F9-2","GH51",4
"Bacteroides thetaiotaomicron F9-2","GH53",1
"Bacteroides thetaiotaomicron F9-2","GH57",1
"Bacteroides thetaiotaomicron F9-2","GH66",1
"Bacteroides thetaiotaomicron F9-2","GH73",2
"Bacteroides thetaiotaomicron F9-2","GH76",9
"Bacteroides thetaiotaomicron F9-2","GH77",1
"Bacteroides thetaiotaomicron F9-2","GH78",10
"Bacteroides thetaiotaomicron F9-2","GH84",1
"Bacteroides thetaiotaomicron F9-2","GH88",4
"Bacteroides thetaiotaomicron F9-2","GH89",4
"Bacteroides thetaiotaomicron F9-2","GH92",21
"Bacteroides thetaiotaomicron F9-2","GH95",4
"Bacteroides thetaiotaomicron F9-2","GH97",13
"Bacteroides thetaiotaomicron F9-2","GH99",1
"Bacteroides thetaiotaomicron F9-2","GH105",10
"Bacteroides thetaiotaomicron F9-2","GH106",2
"Bacteroides thetaiotaomicron F9-2","GH109",2
"Bacteroides thetaiotaomicron F9-2","GH110",1
"Bacteroides thetaiotaomicron F9-2","GH115",4
"Bacteroides thetaiotaomicron F9-2","GH123",1
"Bacteroides thetaiotaomicron F9-2","GH125",2
"Bacteroides thetaiotaomicron F9-2","GH127",5
"Bacteroides thetaiotaomicron F9-2","GH130",6
"Bacteroides thetaiotaomicron F9-2","GH133",1
"Bacteroides thetaiotaomicron F9-2","GH136",4
"Bacteroides thetaiotaomicron F9-2","GH137",1
"Bacteroides thetaiotaomicron F9-2","GH138",1
"Bacteroides thetaiotaomicron F9-2","GH139",1
"Bacteroides thetaiotaomicron F9-2","GH140",1
"Bacteroides thetaiotaomicron F9-2","GH141",2
"Bacteroides thetaiotaomicron F9-2","GH142",1
"Bacteroides thetaiotaomicron F9-2","GH143",1
"Bacteroides thetaiotaomicron F9-2","GH144",1
"Bacteroides thetaiotaomicron F9-2","GH145",1
"Bacteroides thetaiotaomicron F9-2","GH146",2
"Bacteroides thetaiotaomicron F9-2","GH154",2
"Bacteroides thetaiotaomicron F9-2","GH163",1
"Bacteroides thetaiotaomicron F9-2","GH171",1
"Bacteroides thetaiotaomicron F9-2","GH0",4
"Bacteroides thetaiotaomicron F9-2","GT1",1
"Bacteroides thetaiotaomicron F9-2","GT2",34
"Bacteroides thetaiotaomicron F9-2","GT3",1
"Bacteroides thetaiotaomicron F9-2","GT4",27
"Bacteroides thetaiotaomicron F9-2","GT5",1
"Bacteroides thetaiotaomicron F9-2","GT9",1
"Bacteroides thetaiotaomicron F9-2","GT11",1
"Bacteroides thetaiotaomicron F9-2","GT14",1
"Bacteroides thetaiotaomicron F9-2","GT19",1
"Bacteroides thetaiotaomicron F9-2","GT26",1
"Bacteroides thetaiotaomicron F9-2","GT28",1
"Bacteroides thetaiotaomicron F9-2","GT30",1
"Bacteroides thetaiotaomicron F9-2","GT32",2
"Bacteroides thetaiotaomicron F9-2","GT35",1
"Bacteroides thetaiotaomicron F9-2","GT51",5
"Bacteroides thetaiotaomicron F9-2","GT101",1
"Bacteroides thetaiotaomicron F9-2","GT0",7
"Bacteroides thetaiotaomicron F9-2","PL1",4
"Bacteroides thetaiotaomicron F9-2","PL8",3
"Bacteroides thetaiotaomicron F9-2","PL9",2
"Bacteroides thetaiotaomicron F9-2","PL10",1
"Bacteroides thetaiotaomicron F9-2","PL11",2
"Bacteroides thetaiotaomicron F9-2","PL12",2
"Bacteroides thetaiotaomicron F9-2","PL13",1
"Bacteroides thetaiotaomicron F9-2","PL15",1
"Bacteroides thetaiotaomicron F9-2","PL26",1
"Bacteroides thetaiotaomicron F9-2","PL27",1
"Bacteroides thetaiotaomicron F9-2","PL29",1
"Bacteroides thetaiotaomicron F9-2","PL33",2
"Bacteroides thetaiotaomicron F9-2","PL40",1
"Bacteroides thetaiotaomicron F9-2","CE4",1
"Bacteroides thetaiotaomicron F9-2","CE6",1
"Bacteroides thetaiotaomicron F9-2","CE8",2
"Bacteroides thetaiotaomicron F9-2","CE9",3
"Bacteroides thetaiotaomicron F9-2","CE11",1
"Bacteroides thetaiotaomicron F9-2","CE12",4
"Bacteroides thetaiotaomicron F9-2","CE0",2
"Bacteroides thetaiotaomicron F9-2","CBM6",2
"Bacteroides thetaiotaomicron F9-2","CBM20",2
"Bacteroides thetaiotaomicron F9-2","CBM32",16
"Bacteroides thetaiotaomicron F9-2","CBM35",2
"Bacteroides thetaiotaomicron F9-2","CBM50",8
"Bacteroides thetaiotaomicron F9-2","CBM57",1
"Bacteroides thetaiotaomicron F9-2","CBM58",1
"Bacteroides thetaiotaomicron F9-2","CBM62",3
"Bacteroides thetaiotaomicron F9-2","CBM67",1
"Bacteroides thetaiotaomicron F9-2","CBM0",3
"Bacteroides sp. M10","GH2",29
"Bacteroides sp. M10","GH3",24
"Bacteroides sp. M10","GH5",11
"Bacteroides sp. M10","GH10",4
"Bacteroides sp. M10","GH13",5
"Bacteroides sp. M10","GH15",1
"Bacteroides sp. M10","GH16",4
"Bacteroides sp. M10","GH18",8
"Bacteroides sp. M10","GH20",12
"Bacteroides sp. M10","GH23",3
"Bacteroides sp. M10","GH24",1
"Bacteroides sp. M10","GH25",1
"Bacteroides sp. M10","GH26",3
"Bacteroides sp. M10","GH27",2
"Bacteroides sp. M10","GH28",13
"Bacteroides sp. M10","GH29",8
"Bacteroides sp. M10","GH30",2
"Bacteroides sp. M10","GH31",7
"Bacteroides sp. M10","GH32",2
"Bacteroides sp. M10","GH33",5
"Bacteroides sp. M10","GH35",4
"Bacteroides sp. M10","GH36",7
"Bacteroides sp. M10","GH38",1
"Bacteroides sp. M10","GH39",1
"Bacteroides sp. M10","GH42",4
"Bacteroides sp. M10","GH43",39
"Bacteroides sp. M10","GH50",3
"Bacteroides sp. M10","GH51",6
"Bacteroides sp. M10","GH53",1
"Bacteroides sp. M10","GH57",1
"Bacteroides sp. M10","GH59",1
"Bacteroides sp. M10","GH65",2
"Bacteroides sp. M10","GH66",1
"Bacteroides sp. M10","GH67",1
"Bacteroides sp. M10","GH73",1
"Bacteroides sp. M10","GH76",7
"Bacteroides sp. M10","GH77",1
"Bacteroides sp. M10","GH78",12
"Bacteroides sp. M10","GH88",10
"Bacteroides sp. M10","GH89",2
"Bacteroides sp. M10","GH91",2
"Bacteroides sp. M10","GH92",23
"Bacteroides sp. M10","GH95",8
"Bacteroides sp. M10","GH97",12
"Bacteroides sp. M10","GH98",1
"Bacteroides sp. M10","GH99",1
"Bacteroides sp. M10","GH105",8
"Bacteroides sp. M10","GH106",5
"Bacteroides sp. M10","GH109",2
"Bacteroides sp. M10","GH110",1
"Bacteroides sp. M10","GH115",3
"Bacteroides sp. M10","GH123",1
"Bacteroides sp. M10","GH125",3
"Bacteroides sp. M10","GH127",1
"Bacteroides sp. M10","GH130",8
"Bacteroides sp. M10","GH133",1
"Bacteroides sp. M10","GH137",1
"Bacteroides sp. M10","GH138",1
"Bacteroides sp. M10","GH139",1
"Bacteroides sp. M10","GH140",2
"Bacteroides sp. M10","GH141",1
"Bacteroides sp. M10","GH142",1
"Bacteroides sp. M10","GH143",1
"Bacteroides sp. M10","GH144",1
"Bacteroides sp. M10","GH145",1
"Bacteroides sp. M10","GH146",2
"Bacteroides sp. M10","GH147",1
"Bacteroides sp. M10","GH154",1
"Bacteroides sp. M10","GH158",1
"Bacteroides sp. M10","GH163",2
"Bacteroides sp. M10","GH171",1
"Bacteroides sp. M10","GH0",9
"Bacteroides sp. M10","GT1",1
"Bacteroides sp. M10","GT2",26
"Bacteroides sp. M10","GT3",1
"Bacteroides sp. M10","GT4",23
"Bacteroides sp. M10","GT5",1
"Bacteroides sp. M10","GT9",2
"Bacteroides sp. M10","GT19",1
"Bacteroides sp. M10","GT20",1
"Bacteroides sp. M10","GT26",2
"Bacteroides sp. M10","GT28",1
"Bacteroides sp. M10","GT30",1
"Bacteroides sp. M10","GT32",1
"Bacteroides sp. M10","GT35",1
"Bacteroides sp. M10","GT51",4
"Bacteroides sp. M10","GT0",9
"Bacteroides sp. M10","PL1",9
"Bacteroides sp. M10","PL6",1
"Bacteroides sp. M10","PL8",2
"Bacteroides sp. M10","PL9",1
"Bacteroides sp. M10","PL10",1
"Bacteroides sp. M10","PL11",5
"Bacteroides sp. M10","PL12",3
"Bacteroides sp. M10","PL13",1
"Bacteroides sp. M10","PL15",3
"Bacteroides sp. M10","PL17",1
"Bacteroides sp. M10","PL26",1
"Bacteroides sp. M10","PL29",1
"Bacteroides sp. M10","PL33",1
"Bacteroides sp. M10","PL35",3
"Bacteroides sp. M10","PL38",5
"Bacteroides sp. M10","PL40",3
"Bacteroides sp. M10","PL0",3
"Bacteroides sp. M10","CE4",2
"Bacteroides sp. M10","CE6",2
"Bacteroides sp. M10","CE7",2
"Bacteroides sp. M10","CE8",6
"Bacteroides sp. M10","CE9",3
"Bacteroides sp. M10","CE11",1
"Bacteroides sp. M10","CE12",7
"Bacteroides sp. M10","CE0",2
"Bacteroides sp. M10","CBM4",2
"Bacteroides sp. M10","CBM6",4
"Bacteroides sp. M10","CBM20",2
"Bacteroides sp. M10","CBM32",3
"Bacteroides sp. M10","CBM35",4
"Bacteroides sp. M10","CBM48",2
"Bacteroides sp. M10","CBM50",7
"Bacteroides sp. M10","CBM57",3
"Bacteroides sp. M10","CBM62",2
"Bacteroides sp. M10","CBM67",1
"Bacteroides sp. M10","CBM0",1
"Bacteroides thetaiotaomicron DSM 2079","GH2",31
"Bacteroides thetaiotaomicron DSM 2079","GH3",10
"Bacteroides thetaiotaomicron DSM 2079","GH13",8
"Bacteroides thetaiotaomicron DSM 2079","GH16",3
"Bacteroides thetaiotaomicron DSM 2079","GH18",12
"Bacteroides thetaiotaomicron DSM 2079","GH20",14
"Bacteroides thetaiotaomicron DSM 2079","GH23",3
"Bacteroides thetaiotaomicron DSM 2079","GH25",1
"Bacteroides thetaiotaomicron DSM 2079","GH27",5
"Bacteroides thetaiotaomicron DSM 2079","GH28",9
"Bacteroides thetaiotaomicron DSM 2079","GH29",9
"Bacteroides thetaiotaomicron DSM 2079","GH30",3
"Bacteroides thetaiotaomicron DSM 2079","GH31",6
"Bacteroides thetaiotaomicron DSM 2079","GH32",4
"Bacteroides thetaiotaomicron DSM 2079","GH33",2
"Bacteroides thetaiotaomicron DSM 2079","GH35",3
"Bacteroides thetaiotaomicron DSM 2079","GH36",4
"Bacteroides thetaiotaomicron DSM 2079","GH38",3
"Bacteroides thetaiotaomicron DSM 2079","GH42",1
"Bacteroides thetaiotaomicron DSM 2079","GH43",33
"Bacteroides thetaiotaomicron DSM 2079","GH51",4
"Bacteroides thetaiotaomicron DSM 2079","GH53",1
"Bacteroides thetaiotaomicron DSM 2079","GH57",1
"Bacteroides thetaiotaomicron DSM 2079","GH66",1
"Bacteroides thetaiotaomicron DSM 2079","GH67",1
"Bacteroides thetaiotaomicron DSM 2079","GH73",1
"Bacteroides thetaiotaomicron DSM 2079","GH76",10
"Bacteroides thetaiotaomicron DSM 2079","GH77",1
"Bacteroides thetaiotaomicron DSM 2079","GH78",6
"Bacteroides thetaiotaomicron DSM 2079","GH84",1
"Bacteroides thetaiotaomicron DSM 2079","GH88",4
"Bacteroides thetaiotaomicron DSM 2079","GH89",3
"Bacteroides thetaiotaomicron DSM 2079","GH92",23
"Bacteroides thetaiotaomicron DSM 2079","GH95",5
"Bacteroides thetaiotaomicron DSM 2079","GH97",10
"Bacteroides thetaiotaomicron DSM 2079","GH99",1
"Bacteroides thetaiotaomicron DSM 2079","GH105",7
"Bacteroides thetaiotaomicron DSM 2079","GH106",3
"Bacteroides thetaiotaomicron DSM 2079","GH109",2
"Bacteroides thetaiotaomicron DSM 2079","GH110",2
"Bacteroides thetaiotaomicron DSM 2079","GH115",2
"Bacteroides thetaiotaomicron DSM 2079","GH116",1
"Bacteroides thetaiotaomicron DSM 2079","GH123",1
"Bacteroides thetaiotaomicron DSM 2079","GH125",3
"Bacteroides thetaiotaomicron DSM 2079","GH127",3
"Bacteroides thetaiotaomicron DSM 2079","GH130",4
"Bacteroides thetaiotaomicron DSM 2079","GH133",1
"Bacteroides thetaiotaomicron DSM 2079","GH137",1
"Bacteroides thetaiotaomicron DSM 2079","GH138",1
"Bacteroides thetaiotaomicron DSM 2079","GH139",1
"Bacteroides thetaiotaomicron DSM 2079","GH140",1
"Bacteroides thetaiotaomicron DSM 2079","GH141",2
"Bacteroides thetaiotaomicron DSM 2079","GH142",1
"Bacteroides thetaiotaomicron DSM 2079","GH143",1
"Bacteroides thetaiotaomicron DSM 2079","GH144",1
"Bacteroides thetaiotaomicron DSM 2079","GH145",1
"Bacteroides thetaiotaomicron DSM 2079","GH146",3
"Bacteroides thetaiotaomicron DSM 2079","GH154",3
"Bacteroides thetaiotaomicron DSM 2079","GH159",1
"Bacteroides thetaiotaomicron DSM 2079","GH163",1
"Bacteroides thetaiotaomicron DSM 2079","GH171",1
"Bacteroides thetaiotaomicron DSM 2079","GH0",1
"Bacteroides thetaiotaomicron DSM 2079","GT1",1
"Bacteroides thetaiotaomicron DSM 2079","GT2",40
"Bacteroides thetaiotaomicron DSM 2079","GT3",1
"Bacteroides thetaiotaomicron DSM 2079","GT4",25
"Bacteroides thetaiotaomicron DSM 2079","GT5",1
"Bacteroides thetaiotaomicron DSM 2079","GT8",1
"Bacteroides thetaiotaomicron DSM 2079","GT9",1
"Bacteroides thetaiotaomicron DSM 2079","GT14",3
"Bacteroides thetaiotaomicron DSM 2079","GT19",1
"Bacteroides thetaiotaomicron DSM 2079","GT25",1
"Bacteroides thetaiotaomicron DSM 2079","GT28",1
"Bacteroides thetaiotaomicron DSM 2079","GT30",1
"Bacteroides thetaiotaomicron DSM 2079","GT32",3
"Bacteroides thetaiotaomicron DSM 2079","GT35",2
"Bacteroides thetaiotaomicron DSM 2079","GT51",4
"Bacteroides thetaiotaomicron DSM 2079","GT101",2
"Bacteroides thetaiotaomicron DSM 2079","GT0",7
"Bacteroides thetaiotaomicron DSM 2079","PL1",5
"Bacteroides thetaiotaomicron DSM 2079","PL8",3
"Bacteroides thetaiotaomicron DSM 2079","PL9",2
"Bacteroides thetaiotaomicron DSM 2079","PL10",1
"Bacteroides thetaiotaomicron DSM 2079","PL11",1
"Bacteroides thetaiotaomicron DSM 2079","PL12",2
"Bacteroides thetaiotaomicron DSM 2079","PL13",1
"Bacteroides thetaiotaomicron DSM 2079","PL15",1
"Bacteroides thetaiotaomicron DSM 2079","PL26",1
"Bacteroides thetaiotaomicron DSM 2079","PL27",1
"Bacteroides thetaiotaomicron DSM 2079","PL29",1
"Bacteroides thetaiotaomicron DSM 2079","PL33",2
"Bacteroides thetaiotaomicron DSM 2079","PL40",1
"Bacteroides thetaiotaomicron DSM 2079","CE2",1
"Bacteroides thetaiotaomicron DSM 2079","CE4",1
"Bacteroides thetaiotaomicron DSM 2079","CE6",1
"Bacteroides thetaiotaomicron DSM 2079","CE7",1
"Bacteroides thetaiotaomicron DSM 2079","CE8",2
"Bacteroides thetaiotaomicron DSM 2079","CE9",3
"Bacteroides thetaiotaomicron DSM 2079","CE11",1
"Bacteroides thetaiotaomicron DSM 2079","CE12",4
"Bacteroides thetaiotaomicron DSM 2079","CE0",1
"Bacteroides thetaiotaomicron DSM 2079","CBM6",1
"Bacteroides thetaiotaomicron DSM 2079","CBM20",2
"Bacteroides thetaiotaomicron DSM 2079","CBM32",13
"Bacteroides thetaiotaomicron DSM 2079","CBM35",2
"Bacteroides thetaiotaomicron DSM 2079","CBM50",8
"Bacteroides thetaiotaomicron DSM 2079","CBM51",1
"Bacteroides thetaiotaomicron DSM 2079","CBM57",1
"Bacteroides thetaiotaomicron DSM 2079","CBM58",1
"Bacteroides thetaiotaomicron DSM 2079","CBM62",1
"Bacteroides thetaiotaomicron DSM 2079","CBM0",3
"Bacteroides ovatus V975","GH2",37
"Bacteroides ovatus V975","GH3",20
"Bacteroides ovatus V975","GH5",5
"Bacteroides ovatus V975","GH9",1
"Bacteroides ovatus V975","GH10",7
"Bacteroides ovatus V975","GH13",5
"Bacteroides ovatus V975","GH15",1
"Bacteroides ovatus V975","GH16",4
"Bacteroides ovatus V975","GH18",8
"Bacteroides ovatus V975","GH20",13
"Bacteroides ovatus V975","GH23",3
"Bacteroides ovatus V975","GH25",1
"Bacteroides ovatus V975","GH26",3
"Bacteroides ovatus V975","GH27",3
"Bacteroides ovatus V975","GH28",14
"Bacteroides ovatus V975","GH29",7
"Bacteroides ovatus V975","GH30",5
"Bacteroides ovatus V975","GH31",12
"Bacteroides ovatus V975","GH32",2
"Bacteroides ovatus V975","GH33",5
"Bacteroides ovatus V975","GH35",2
"Bacteroides ovatus V975","GH36",3
"Bacteroides ovatus V975","GH38",1
"Bacteroides ovatus V975","GH42",1
"Bacteroides ovatus V975","GH43",35
"Bacteroides ovatus V975","GH50",2
"Bacteroides ovatus V975","GH51",4
"Bacteroides ovatus V975","GH53",1
"Bacteroides ovatus V975","GH57",1
"Bacteroides ovatus V975","GH66",1
"Bacteroides ovatus V975","GH67",2
"Bacteroides ovatus V975","GH73",2
"Bacteroides ovatus V975","GH76",8
"Bacteroides ovatus V975","GH77",1
"Bacteroides ovatus V975","GH78",7
"Bacteroides ovatus V975","GH88",8
"Bacteroides ovatus V975","GH89",4
"Bacteroides ovatus V975","GH91",2
"Bacteroides ovatus V975","GH92",18
"Bacteroides ovatus V975","GH95",7
"Bacteroides ovatus V975","GH97",12
"Bacteroides ovatus V975","GH98",1
"Bacteroides ovatus V975","GH105",12
"Bacteroides ovatus V975","GH106",4
"Bacteroides ovatus V975","GH109",2
"Bacteroides ovatus V975","GH115",7
"Bacteroides ovatus V975","GH123",1
"Bacteroides ovatus V975","GH125",3
"Bacteroides ovatus V975","GH127",1
"Bacteroides ovatus V975","GH130",7
"Bacteroides ovatus V975","GH133",1
"Bacteroides ovatus V975","GH137",1
"Bacteroides ovatus V975","GH138",1
"Bacteroides ovatus V975","GH139",1
"Bacteroides ovatus V975","GH140",2
"Bacteroides ovatus V975","GH141",2
"Bacteroides ovatus V975","GH142",1
"Bacteroides ovatus V975","GH143",1
"Bacteroides ovatus V975","GH144",1
"Bacteroides ovatus V975","GH145",1
"Bacteroides ovatus V975","GH146",3
"Bacteroides ovatus V975","GH147",1
"Bacteroides ovatus V975","GH154",2
"Bacteroides ovatus V975","GH163",2
"Bacteroides ovatus V975","GH165",3
"Bacteroides ovatus V975","GH171",1
"Bacteroides ovatus V975","GH0",7
"Bacteroides ovatus V975","GT1",1
"Bacteroides ovatus V975","GT2",25
"Bacteroides ovatus V975","GT3",1
"Bacteroides ovatus V975","GT4",22
"Bacteroides ovatus V975","GT5",1
"Bacteroides ovatus V975","GT6",2
"Bacteroides ovatus V975","GT9",2
"Bacteroides ovatus V975","GT11",4
"Bacteroides ovatus V975","GT19",1
"Bacteroides ovatus V975","GT20",1
"Bacteroides ovatus V975","GT26",2
"Bacteroides ovatus V975","GT28",1
"Bacteroides ovatus V975","GT30",1
"Bacteroides ovatus V975","GT35",1
"Bacteroides ovatus V975","GT51",4
"Bacteroides ovatus V975","GT101",1
"Bacteroides ovatus V975","GT0",5
"Bacteroides ovatus V975","PL1",9
"Bacteroides ovatus V975","PL8",2
"Bacteroides ovatus V975","PL9",3
"Bacteroides ovatus V975","PL10",1
"Bacteroides ovatus V975","PL11",5
